Class,Email
Action,['<NUMBER> Configuration for Moving Corner Post <PRODUCT> Set I have been asked by a customer to produce a MCP <PRODUCT> set in a <NUMBER> configuration however we only have <NUMBER> or <NUMBER> on Easiadmin Are we able to produce <NUMBER> And if so can you please get this added to Easiadmin as I have currently only quoted as a <NUMBER> in advance <NAME>']
Action,['<STYLE> Work Sheets Im not sure who the best person is to talk to regarding this I know OSS is creating a work sheet for each <STYLE> <PRODUCT> but would it be possible to get the lock added so the in the factory know which lock to pick I have attached a copy of the rules which states lock sizes on pages <NUMBER> <NUMBER> Any questions please give me a shout <NAME> <NAME> <NAME> Research and Development <EMAIL>']
Action,['Confusion caused by small renders and no meaningful identification of the master <PRODUCT> Today we have had another instance where a trade customer has had to reorder a <NUMBER> fold <PRODUCT> set <NUMBER> where the small size of the OSS drawing and the lack of any Master <PRODUCT> identification has made is very confusing for them Is there any chance we can increase the size of the renders to a sensible size as used by most trade software and or <NAME> the master <PRODUCT> with the letter M Regards <NAME> ']
Action,['Emergency Exit Compliant Just thought Id bring to your attention that one of our customers says OSS is wrong because we are working out our emergency exit sizes for our top hung <PRODUCT> the same as side hung Apparently top hung <PRODUCT> have different requirements']
Action,['Emergency Exit Compliant Just thought Id bring to your attention that one of our customers says OSS is wrong because we are working out our emergency exit sizes for our top hung <PRODUCT> the same as side hung Apparently top hung <PRODUCT> have different requirements']
Action,['<STYLE> Work Sheets Im not sure who the best person is to talk to regarding this I know OSS is creating a work sheet for each <STYLE> <PRODUCT> but would it be possible to get the lock added so the in the factory know which lock to pick I have attached a copy of the rules which states lock sizes on pages <NUMBER> <NUMBER> Any questions please give me a shout <NAME> <NAME> <NAME> Research and Development <EMAIL>']
Action,['OSS Documentation Bit of an urgent one here on the word template that creates the OSS consumer specification document we are in need of the back page being replaced updated This is because the guarantee has changed to now say up to <TIME> rather than advertising a flat <TIME> one Therefore I have had the USP sheet updated and attached it for it to be swapped out with the one thats on there at the moment Additionally in the letter could you change the one paragraph in the letter that mentions the guarantee to say the following please Designed to perform and built to last all Origin products are exceptionally crafted in the state of the art based factory and come with an industry leading guarantee of up to <TIME> for absolute peace of mind Could you let me know when this can be looked at please We have had a couple of customers in marine environments complain about it to us <NAME> <NAME> <NAME> <NUMBER> <NUMBER> <NUMBER> <EMAIL>']
Action,['<NUMBER> Configuration for Moving Corner Post <PRODUCT> Set I have been asked by a customer to produce a MCP <PRODUCT> set in a <NUMBER> configuration however we only have <NUMBER> or <NUMBER> on Easiadmin Are we able to produce <NUMBER> And if so can you please get this added to Easiadmin as I have currently only quoted as a <NUMBER> in advance <NAME>']
Action,['<COMPANY> <NUMBER> OSS Project Specification On the project spec for <COMPANY> <NUMBER> under <PRODUCT> <PRODUCT> please can you amend the panel colour to be <COLOUR> not <COLOUR> as a standard to match the frames <NAME>']
Action,['Stock <PRODUCT> <PRODUCT> Glass Types Regarding the stock panels with glazing the only glazing option type we stock is the matt finish we have a couple of orders with clear glazing that are on the <NUMBER> <TIME> lead We have been emailed by purchasing advising we need to contact customers advising of the longer lead times <NAME> <NAME> South Region <NUMBER> <NUMBER>']
